observableId	simulationConditionId	time	measurement	preequilibrationConditionId
Free_IL6_obs	TH17	25.0	19.38380709163884	preeq_ss
pSMAD3_obs	TH17	25.0	95.37080053911573	preeq_ss
STAT3d_active_obs	TH17	25.0	50.28688950402062	preeq_ss
S3S4_complex_obs	TH17	25.0	49.851394108683216	preeq_ss
S3STAT3d_complex_obs	TH17	25.0	50.48807560370049	preeq_ss
PKA_active	TH17	25.0	47.116545185452516	preeq_ss
Free_TGFb_obs	TH17	30.0	0.9489573972137848	preeq_ss
IL6R_Active	TH17	30.0	73.89628541064681	preeq_ss
Free_IL6_obs	TH17	30.0	19.527810780828837	preeq_ss
pSMAD3_obs	TH17	30.0	105.29061939310915	preeq_ss
STAT3d_active_obs	TH17	30.0	51.83563172936881	preeq_ss
S3S4_complex_obs	TH17	30.0	50.706196804735505	preeq_ss
S3STAT3d_complex_obs	TH17	30.0	50.450950749717855	preeq_ss
PKA_active	TH17	30.0	44.939856449823694	preeq_ss
Free_TGFb_obs	TH17	35.0	0.9673295439840105	preeq_ss
IL6R_Active	TH17	35.0	69.92361502898218	preeq_ss
Free_IL6_obs	TH17	35.0	18.94176550450984	preeq_ss
pSMAD3_obs	TH17	35.0	92.07037243247251	preeq_ss
STAT3d_active_obs	TH17	35.0	51.32681721834937	preeq_ss
S3S4_complex_obs	TH17	35.0	49.26670919637411	preeq_ss
S3STAT3d_complex_obs	TH17	35.0	43.71289928519714	preeq_ss
PKA_active	TH17	35.0	45.33380281929845	preeq_ss
Free_TGFb_obs	TH17	40.0	1.0145219011879916	preeq_ss
IL6R_Active	TH17	40.0	76.36949867838838	preeq_ss
Free_IL6_obs	TH17	40.0	21.340824635916388	preeq_ss
pSMAD3_obs	TH17	40.0	114.2451273274886	preeq_ss
STAT3d_active_obs	TH17	40.0	50.76733591391227	preeq_ss
S3S4_complex_obs	TH17	40.0	47.41695928737336	preeq_ss
S3STAT3d_complex_obs	TH17	40.0	42.3658596111661	preeq_ss
PKA_active	TH17	40.0	48.33794787269916	preeq_ss
