observableId	simulationConditionId	time	measurement	preequilibrationConditionId
PKA_active	TREG	80.0	43.93215388611574	preeq_ss
Free_TGFb_obs	TREG	85.0	1.0	preeq_ss
IL6R_Active	TREG	85.0	0.0	preeq_ss
Free_IL6_obs	TREG	85.0	0.0	preeq_ss
pSMAD3_obs	TREG	85.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	85.0	-5.510990527218019e-21	preeq_ss
S3S4_complex_obs	TREG	85.0	49.83463090436897	preeq_ss
S3STAT3d_complex_obs	TREG	85.0	-5.4960664235814024e-21	preeq_ss
PKA_active	TREG	85.0	43.93215388611574	preeq_ss
Free_TGFb_obs	TREG	90.0	1.0	preeq_ss
IL6R_Active	TREG	90.0	0.0	preeq_ss
Free_IL6_obs	TREG	90.0	0.0	preeq_ss
pSMAD3_obs	TREG	90.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	90.0	-5.50726087914484e-21	preeq_ss
S3S4_complex_obs	TREG	90.0	49.83463090436897	preeq_ss
S3STAT3d_complex_obs	TREG	90.0	-5.4923468756261786e-21	preeq_ss
PKA_active	TREG	90.0	43.93215388611574	preeq_ss
Free_TGFb_obs	TREG	95.0	1.0	preeq_ss
IL6R_Active	TREG	95.0	0.0	preeq_ss
Free_IL6_obs	TREG	95.0	0.0	preeq_ss
pSMAD3_obs	TREG	95.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	95.0	-5.5035336924486864e-21	preeq_ss
S3S4_complex_obs	TREG	95.0	49.834630904368964	preeq_ss
S3STAT3d_complex_obs	TREG	95.0	-5.4886297823824184e-21	preeq_ss
PKA_active	TREG	95.0	43.932153886115735	preeq_ss
Free_TGFb_obs	TREG	100.0	1.0	preeq_ss
IL6R_Active	TREG	100.0	0.0	preeq_ss
Free_IL6_obs	TREG	100.0	0.0	preeq_ss
pSMAD3_obs	TREG	100.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	100.0	-5.499809080811585e-21	preeq_ss
S3S4_complex_obs	TREG	100.0	49.834630904368964	preeq_ss
